what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1319722240576
started,bundle,org.eclipse.jst.j2ee,1.1.404.v201102081800,"org.eclipse.jst.j2ee",1319722240591
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1319722240888
started,bundle,org.eclipse.jst.jee,1.0.302.v201101122300,"org.eclipse.jst.jee",1319722240919
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1319722240935
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1319722241465
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildProject",1319722245661
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1319722250497
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1319722250529
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722264818
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722266768
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1319722266784
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1319722272213
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722289186
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722338829
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722341387
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722480124
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1319722480140
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722483775
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722663440
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722666467
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722791679
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1319722791694
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722795251
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722797232
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722797248
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722822242
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1319722822258
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1319722823225
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722824566
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722832460
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1319722832476
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1319722833006
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1319722840026
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722841477
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722863941
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722864580
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722866031
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1319722866047
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1319722866718
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1319722870789
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1319722872942
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722874658
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722893815
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1319722893831
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1319722898261
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1319722907169
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722908573
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722916607
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1319722916622
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildProject",1319722921209
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1319722928743
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1319722931208
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildProject",1319722933876
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1319722944468
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722961316
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722961909
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722961925
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722967026
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319722968196
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319723010428
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1319723010444
